#separator:tab
#html:false
ドーナツを四つください。	ドーナツを 四[よっ]つください。	I'll have four doughnuts please.	45
四かくいテーブルがほしい。	四[し]かくいテーブルがほしい。	I want a square table.	46
四ぶんの一がイギリスじん。	四[よん]ぶんの 一[いち]がイギリスじん。	A quarter are English.	47
バナナを五つください。	バナナを 五[いつ]つください。	Five bananas please.	48
二十五リットルあります。	二[に] 十[じゅう] 五[ご]リットルあります。	We've got 25 liters.	49
とうとう、十五になりました。	とうとう、 十[じゅう] 五[ご]になりました。	At last my fifteenth birthday came.	50
ハンバーガーを五つください。	ハンバーガーを 五[いつ]つください。	Five hamburgers please.	51
ネロは十五で、アロアは十二だ。	ネロは 十[じゅう] 五[ご]で、アロアは 十[じゅう] 二[に]だ。	Nello is fifteen, and Alois is twelve.	52
アントワープまでは五マイルありました。	アントワープまでは 五[ご]マイルありました。	Antwerp was a good five miles off.	53
六ぶんの一。	六[ろく]ぶんの 一[いち]。	One-sixth.	54
五、六日ある。	五[ご]、 六[ろく] 日[にち]ある。	We have five or six days.	55
むすめは十六です。	むすめは 十[じゅう] 六[ろく]です。	My daughter is sixteen.	56
六グラムふえました。	六[ろく]グラムふえました。	It's increased by six grams.	57
六メートルでいいですか。	六[ろく]メートルでいいですか。	Is six meters OK?	58
六ページをみてください。	六[ろく]ページをみてください。	Please see page six.	59
あれは四トントラックではありません。六トントラックです。	あれは 四[よん]トントラックではありません。 六[ろく]トントラックです。	That is not a four-ton truck. It's a six-ton truck.	60
七ぶんの一。	七[なな]ぶんの 一[いち]。	One-seventh.	61
十七になりました。	十[じゅう] 七[なな]になりました。	I've turned seventeen.	62
きょうは七五三だ。	きょうは 七[しち] 五[ご] 三[さん]だ。	Today is Shichi-go-san (festival for children aged seven, five, or three).	63
十七日にあいましょう。	十[じゅう] 七[しち] 日[にち]にあいましょう。	Let's meet on the 17th.	64
二かける七は十四です。	二[に]かける 七[なな]は 十[じゅう] 四[よん]です。	Two times seven is fourteen.	65
七十五メートルのロープ。	七[なな] 十[じゅう] 五[ご]メートルのロープ。	A seventy-five meter rope.	66
七つのだいざいの一つだ。	七[なな]つのだいざいの 一[ひと]つだ。	It's one of the seven deadly sins.	67
このコンテナは七トンだ。	このコンテナは 七[なな]トンだ。	This container is seven tons.	68
七日にフリーマーケットがある。	七[なの] 日[か]にフリーマーケットがある。	There's a flea market on the 7th.	69
八日に。	八[よう] 日[か]に。	On the eighth.	70
八十日のあいだに。	八[はち] 十[じゅう] 日[にち]のあいだに。	In the space of eighty days.	71
一か八かのチャンス。	一[いち]か 八[ばち]かのチャンス。	A sporting chance.	72
十八日、ひまですか。	十[じゅう] 八[はち] 日[にち]、ひまですか。	Are you free on the eighteenth?	73
きょうは二十八日です。	きょうは 二[に] 十[じゅう] 八[はち] 日[にち]です。	Today is the twenty-eighth.	74
ネコはお八つがほしい。	ネコはお 八[や]つがほしい。	The cat wants a snack.	75
のこりはもう二十八日しかなかった。	のこりはもう 二[に] 十[じゅう] 八[はち] 日[にち]しかなかった。	There were only twenty-eight days left.	76
このケーキを八きれにきってください。	このケーキを 八[はち]きれにきってください。	Please cut this cake into eight slices.	77
五十九です。	五[ご] 十[じゅう] 九[きゅう]です。	I am fifty-nine.	78
十九せいき。	十[じゅう] 九[きゅう]せいき。	The nineteenth century.	79
九日めについた。	九[ここの] 日[か]めについた。	We arrived on the ninth day.	80
九九をあんきする。	九[く] 九[く]をあんきする。	Memorize the times table.	81
九十ねんだいのヒット。	九[きゅう] 十[じゅう]ねんだいのヒット。	A hit from the nineties.	82
エリカは十九のむすめだ。	エリカは 十[じゅう] 九[きゅう]のむすめだ。	Erika is a girl of nineteen.	83
ココナッツを九つください。	ココナッツを 九[ここの]つください。	Nine coconuts, please.	84
丸くする。	丸[まる]くする。	Make round.	85
ポスターを丸める。	ポスターを 丸[まる]める。	Roll up a poster.	86
九九を丸あんきする。	九[く] 九[く]を 丸[まる]あんきする。	Rotely memorize the times table.	87
これは丸くないです。	これは 丸[まる]くないです。	This is not round.	88
丸いテーブルがほしい。	丸[まる]いテーブルがほしい。	I want a round table.	89
マットレスを丸めよう。	マットレスを 丸[まる]めよう。	Let's roll up the mattress.	90
オポッサムが丸まっている。	オポッサムが 丸[まる]まっている。	The possum is all rolled up in a ball.	91
チーム一丸となってたたかう。	チーム 一[いち] 丸[がん]となってたたかう。	We fight as a team.	92
この丸いくすりはなんですか。	この 丸[まる]いくすりはなんですか。	What is this round medication?	93
円をかく。	円[えん]をかく。	Draw a circle.	94
円のかたち。	円[えん]のかたち。	A circular shape.	95
円をつくる。	円[えん]をつくる。	Form a circle.	96
円いクモのす。	円[まる]いクモのす。	A circular spider web (す = nest).	97
これは五十円です。	これは 五[ご] 十[じゅう] 円[えん]です。	This costs fifty yen.	98
たったの九十円です。	たったの 九[きゅう] 十[じゅう] 円[えん]です。	It's only ninety yen.	99
アンケートに〇をつけた。	アンケートに 〇[まる]をつけた。	"I marked ""yes"" (=circle mark) on the survey."	100
これは〇×のテストです。	これは 〇[まる] ×[ばつ]のテストです。	This is a true-false test.	101
九六〇円のオムライスをください。	九六〇 円[えん]のオムライスをください。	I'll have the 960-yen omuraisu (omelette-wrapped rice) please.	102
とりあえずかれを「〇〇さん」とよびましょう。	とりあえずかれを「 〇[まる] 〇[まる]さん」とよびましょう。	"Let's just call him ""Mr. X"" for now."	103
一人につき十円。	一人[ひとり]につき 十[じゅう] 円[えん]。	Ten yen per person.	104
七人のさむらい。	七[しち] 人[にん]のさむらい。	The Seven Samurai.	105
一人いくらですか？	一人[ひとり]いくらですか？	How much does it cost for one person?	106
ヨーロッパの人々。	ヨーロッパの 人[ひと] 々[びと]。	The people of Europe.	107
あの人がきらいです。	あの 人[ひと]がきらいです。	I don't like that person.	108
一人ずつ、一人ずつ。	一人[ひとり]ずつ、 一人[ひとり]ずつ。	One at a time, one at a time.	109
四人だけがのこります。	四[よ] 人[にん]だけがのこります。	Only four are left.	110
やっと二人になれたね。	やっと 二人[ふたり]になれたね。	The two of us are finally alone.	111
ロシア人のためのスパイ。	ロシア 人[じん]のためのスパイ。	A spy for the Russians.	112
アダムはユダヤ人である。	アダムはユダヤ 人[じん]である。	Adam is Jewish.	113
わたしは、一人になりたい。	わたしは、 一人[ひとり]になりたい。	I want to be alone.	114
ジェーンはどんな人ですか。	ジェーンはどんな 人[ひと]ですか。	What kind of person is Jane?	115
チケットは、一人5ドルである。	チケットは、 一人[ひとり]5ドルである。	Tickets are $5 per head.	116
三人とも、すごくラッキーだね。	三[さん] 人[にん]とも、すごくラッキーだね。	All three of you are very lucky.	117
五十人のメンバーのうちの一人。	五[ご] 十[じゅう] 人[にん]のメンバーのうちの 一人[ひとり]。	One of the fifty members.	118
かれらも六人、われらも六人だ。	かれらも 六[ろく] 人[にん]、われらも 六[ろく] 人[にん]だ。	Six they are, and six are we.	119
ぼくたち、二人っきりなんだよ。	ぼくたち、 二人[ふたり]っきりなんだよ。	We are all alone, you and I.	120
ここにはこどもは一人もいません。	ここにはこどもは 一人[ひとり]もいません。	There are no children here.	121
イギリス人はテレビをテリーとよぶ。	イギリス 人[じん]はテレビをテリーとよぶ。	The British call a TV set a telly.	122
かれらはアメリカ人ではないらしい。	かれらはアメリカ 人[じん]ではないらしい。	They don't seem to be Americans.	123
あの二人はどうもできているらしい。	あの 二人[ふたり]はどうもできているらしい。	They seem to be in love with each other.	124
ジョルダンはもう一人ではありません。	ジョルダンはもう 一人[ひとり]ではありません。	Jordan isn't alone anymore.	125
トムはうちのバンドのボーカルの一人です。	トムはうちのバンドのボーカルの 一人[ひとり]です。	Tom is one of the singers in my band.	126
エジプト人はかれらのファラオをミイラにした。	エジプト 人[じん]はかれらのファラオをミイラにした。	The Egyptians mummified their pharaohs.	127
サッカーは十一人で一丸となってたたかうスポーツです。	サッカーは 十[じゅう] 一[いち] 人[にん]で 一[いち] 丸[がん]となってたたかうスポーツです。	In soccer, all eleven players compete as one unit.	128
ロシア人は「アストロノート」を「コスモノート」とよぶ。	ロシア 人[じん]は「アストロノート」を「コスモノート」とよぶ。	The Russians call their astronauts cosmonauts.	129
九百トン。	九[きゅう] 百[ひゃく]トン。	Nine hundred tons.	130
百日ぜき。	百[ひゃく] 日[にち]ぜき。	Whooping-cough.	131
百人に一人。	百[ひゃく] 人[にん]に 一人[ひとり]。	One person in a hundred.	132
百人がきました。	百[ひゃく] 人[にん]がきました。	A hundred people came.	133
このノートは百円です。	このノートは 百円[ひゃくえん]です。	This notebook costs one hundred yen.	134
三百円のケーキにしようか。	三[さん] 百[びゃく] 円[えん]のケーキにしようか。	What do you say we just order the three hundred yen cake?	135
八千円のワイン。	八[はっ] 千[せん] 円[えん]のワイン。	An eight thousand-yen wine.	136
一千ボルトのレール。	一[いっ] 千[せん]ボルトのレール。	A one thousand-volt rail.	137
千円でおねがいします。	千[せん] 円[えん]でおねがいします。	Please take it out of one thousand yen.	138
ぼくは二千八百円をはらった！	ぼくは 二[に] 千[せん] 八[はっ] 百[ぴゃく] 円[えん]をはらった！	I paid 2,800 yen!	139
ホンコンから千六百六十マイルだ。	ホンコンから 千[せん] 六[ろっ] 百[ぴゃく] 六[ろく] 十[じゅう]マイルだ。	It is sixteen hundred and sixty miles from Hong Kong.	140
一千万円。	一[いっ] 千[せん] 万[まん] 円[えん]。	Ten million yen.	141
百万ぶんの一。	百[ひゃく] 万[まん]ぶんの 一[いち]。	One millionth.	142
1万円でたりる？	1 万[まん] 円[えん]でたりる？	Is ten thousand yen enough?	143
六千万円のヨット。	六[ろく] 千[せん] 万[まん] 円[えん]のヨット。	A sixty million yen yacht.	144
五万五千ポンドですよ！	五[ご] 万[まん] 五[ご] 千[せん]ポンドですよ！	Fifty-five thousand pounds!	145
一万円おあずかりします。	一[いち] 万[まん] 円[えん]おあずかりします。	[Cashier, when receiving cash from a customer] Out of ten thousand yen.	146
このアパートは三千万円かかる。	このアパートは 三[さん] 千[ぜん] 万[まん] 円[えん]かかる。	This apartment costs thirty million yen.	147
万一いけなかったら、メールする。	万[まん] 一[いち]いけなかったら、メールする。	If by some chance I’m unable to go, I’ll text you.	148
一口のエール。	一[ひと] 口[くち]のエール。	A sip of ale.	149
おいしい一口。	おいしい 一[ひと] 口[くち]。	A tasty morsel.	150
一口ちょうだい。	一[ひと] 口[くち]ちょうだい。	Let me have a small piece.	151
一口だけたべる。	一[ひと] 口[くち]だけたべる。	Take small bites of.	152
人口六百九十五人。	人[じん] 口[こう] 六[ろっ] 百[ぴゃく] 九[きゅう] 十[じゅう] 五[ご] 人[にん]。	Population six hundred ninety-five.	153
そんなことは口にするなよ。	そんなことは 口[くち]にするなよ。	Don’t say such a thing.	154
ジョージアのスラブ人の人口。	ジョージアのスラブ 人[じん]の 人[じん] 口[こう]。	The Slav population of Georgia.	155
フランスの人口はなん人ですか？	フランスの 人[じん] 口[こう]はなん 人[にん]ですか？	What is the population of France?	156
田んぼみち。	田[た]んぼみち。	A path passing between rice paddies.	157
ガス田をいかす。	ガス 田[でん]をいかす。	Exploit a gas field.	158
あの人は田口さんです。	あの 人[ひと]は 田[た] 口[ぐち]さんです。	That's Taguchi-san.	159
三田の人口は六百九十五万人です。	三[み] 田[た]の 人[じん] 口[こう]は 六[ろっ] 百[ぴゃく] 九[きゅう] 十[じゅう] 五[ご] 万[まん] 人[にん]です。	The population of Mita is six million nine hundred fifty thousand (6,950,000).	160
ラマダンの10日目。	ラマダンの 10日[とおか] 目[め]。	The tenth day of Ramadan.	161
人目をひくポスター。	人[ひと] 目[め]をひくポスター。	Eye-catching posters.	162
あなたで六人目です。	あなたで 六[ろく] 人[にん] 目[め]です。	You're the sixth person.	163
ひどい目にあいますよ。	ひどい 目[め]にあいますよ。	You'll have a rough time.	164
丸い田んぼがすぐ目についた。	丸[まる]い 田[た]んぼがすぐ 目[め]についた。	The round rice paddy caught my eye immediately.	165
わたしの目がヒリヒリしている。	わたしの 目[め]がヒリヒリしている。	My eyes are burning.	166
またいつかお目にかかりましょう。	またいつかお 目[め]にかかりましょう。	I hope to see you sometime.	167
人目につかないロマンチックなスポット。	人[ひと] 目[め]につかないロマンチックなスポット。	A secluded romantic spot.	168
えらいオズにお目にかかりにきたのです。	えらいオズにお 目[め]にかかりにきたのです。	We came here to see the Great Oz.	169
ここから一千の田んぼが一目でみえるのです。	ここから 一[いっ] 千[せん]の 田[た]んぼが 一[ひと] 目[め]でみえるのです。	From here you can look out on one thousand rice fields.	170
あの川は千田川です。	あの 川[かわ]は 千[せん] 田[だ] 川[がわ]です。	That's the Sendagawa (River).	171
田川さんは川口にすんでいる。	田[た] 川[がわ]さんは 川[かわ] 口[ぐち]にすんでいる。	Tagawa-san lives in Kawaguchi (municipality).	172
田口さんは四川にすんでいる。	田[た] 口[ぐち]さんは 四[し] 川[せん]にすんでいる。	Taguchi-san lives in Sichuan (Chinese province).	173
ここから川口が一目でみえるんだ。	ここから 川[かわ] 口[ぐち]が 一[ひと] 目[め]でみえるんだ。	From here you can look out over the river mouth.	174
三日月。	三[み] 日[か] 月[づき]。	A falcate (sickle-shaped) moon.	175
きょうは3月8日です。	きょうは3 月[がつ] 8日[ようか]です。	Today is March 8.	176
きょうは十月一日です。	きょうは 十[じゅう] 月[がつ] 一日[ついたち]です。	Today is October 1.	177
お日さまも、お月さまも。	お 日[ひ]さまも、お 月[つき]さまも。	Both the sun and the moon.	178
1月9日、4日まえのことだ。	1 月[がつ] 9日[ここのか]、 4日[よっか]まえのことだ。	On the ninth of January, now four days ago.	179
クリスマスは12月25日です。	クリスマスは12 月[がつ]25 日[にち]です。	Christmas is December 25th.	180
明るくなる。	明[あか]るくなる。	Become light.	181
明らかになる。	明[あき]らかになる。	Become clear [manifest].	182
目に明らかな。	目[め]に 明[あき]らかな。	Obvious to the eye.	183
明月の明かり。	明[めい] 月[げつ]の 明[あ]かり。	A bright moon’s light.	184
このミスは明らかだ。	このミスは 明[あき]らかだ。	This error is obvious.	185
明日は七五三ですよ。	明日[あした]は 七[しち] 五[ご] 三[さん]ですよ。	Tomorrow is Shichi-go-san (festival for children aged seven, five, or three).	186
ランプからの明かり。	ランプからの 明[あ]かり。	Light from a lamp.	187
明日はテストがあります。	明日[あした]はテストがあります。	We have a test tomorrow.	188
川口さんは明るい人ですね。	川[かわ] 口[ぐち]さんは 明[あか]るい 人[ひと]ですね。	Kawaguchi-san sure is cheerful.	189
月明かりがとてもきれいです。	月[つき] 明[あ]かりがとてもきれいです。	The moonlight is lovely.	190
きょうは月曜です。	きょうは 月[げつ] 曜[よう]です。	Today is Monday.	191
明日は日曜日です。	明日[あした]は 日[にち] 曜[よう] 日[び]です。	Tomorrow is Sunday.	192
はい、明日の月曜に。	はい、 明日[あした]の 月[げつ] 曜[よう]に。	Yes, for tomorrow, Monday.	193
明日はなん曜日ですか。	明日[あした]はなん 曜[よう] 日[び]ですか。	What day is tomorrow?	194
きょうはなん曜日ですか。	きょうはなん 曜[よう] 日[び]ですか。	What's the date today?	195
明日の月曜でいいですか。	明日[あした]の 月[げつ] 曜[よう]でいいですか。	Would tomorrow Monday be all right?	196
田川さん、日曜日になにをしましたか。	田[た] 川[がわ]さん、 日[にち] 曜[よう] 日[び]になにをしましたか。	Tagawa-san, what did you do on Sunday?	197
火口をつける。	火[ひ] 口[ぐち]をつける。	Light a fuse [pilot burner].	198
この火はあつい。	この 火[ひ]はあつい。	This fire is hot.	199
タバコに火をつける。	タバコに 火[ひ]をつける。	Light a cigarette.	200
明日の火曜でいいかい。	明日[あした]の 火[か] 曜[よう]でいいかい。	Is tomorrow Tuesday OK?	201
田川さんは口火をきった。	田[た] 川[がわ]さんは 口[くち] 火[び]をきった。	Tagawa-san started in (on all he had to say).	202
水はなかった。	水[みず]はなかった。	We had no water.	203
お水をください。	お 水[みず]をください。	Can I have some water, please?	204
水を火にかける。	水[みず]を 火[ひ]にかける。	Heat some water.	205
ソーダ水ください。	ソーダ 水[すい]ください。	Sparkling water please.	206
バケツに水がない。	バケツに 水[みず]がない。	There's no water in the bucket.	207
水っぽいコーヒー。	水[みず]っぽいコーヒー。	Watery coffee.	208
川口さんは月水しごとです。	川[かわ] 口[ぐち]さんは 月[げっ] 水[すい]しごとです。	Kawaguchi-san works on Mondays and Wednesdays.	209
この川の水はとてもきれいだ。	この 川[かわ]の 水[みず]はとてもきれいだ。	The water in this river is very clean.	210
川田さんは月曜日と水曜日しごとです。	川[かわ] 田[だ]さんは 月[げつ] 曜[よう] 日[び]と 水[すい] 曜[よう] 日[び]しごとです。	Kawada-san works on Mondays and Wednesdays.	211
田口さんは水曜日にアルバイトをします。	田[た] 口[ぐち]さんは 水[すい] 曜[よう] 日[び]にアルバイトをします。	Taguchi-san works a part-time job on Wednesdays.	212
「田」は、「田んぼ」や「水田」ともいう。	「 田[た]」は、「 田[た]んぼ」や「 水[すい] 田[でん]」ともいう。	“Ta” (rice fields) are also called “tanbo” or “suiden”.	213
木目にそって。	木[もく] 目[め]にそって。	With the grain.	214
木々のカーテン。	木[き] 々[ぎ]のカーテン。	A curtain of trees.	215
レモンの木に水をやる。	レモンの 木[き]に 水[みず]をやる。	Water the lemon tree.	216
8月4日は木曜日ですか。	8 月[がつ] 4日[よっか]は 木[もく] 曜[よう] 日[び]ですか。	Is August 4 a Thursday?	217
月曜から木曜までここにいます。	月[げつ] 曜[よう]から 木[もく] 曜[よう]までここにいます。	I will be here from Monday to Thursday.	218
わたしは木こりで、ブリキでできています。	わたしは 木[き]こりで、ブリキでできています。	I am a woodman, and made of tin.	219
お金がかかる。	お 金[かね]がかかる。	It costs money.	220
金曜日のことでした。	金[きん] 曜[よう] 日[び]のことでした。	It was on a Friday.	221
これは田川さんのお金です。	これは 田[た] 川[がわ]さんのお 金[かね]です。	This money belongs to Tagawa-san.	222
18カラット金は75％が金。	18カラット 金[きん]は75 ％[パーセント]が 金[きん]。	18-karat gold is 75% gold.	223
八木さんはまったくお金がない。	八[や] 木[ぎ]さんはまったくお 金[かね]がない。	Yagi-san hasn't any money whatsoever.	224
金田さんはお金にとてもケチである。	金[かね] 田[だ]さんはお 金[かね]にとてもケチである。	Kaneda-san is very tight with money.	225
三木さんは田口さんにたくさんのお金をあげた。	三[み] 木[き]さんは 田[た] 口[ぐち]さんにたくさんのお 金[かね]をあげた。	Miki-san gave Taguchi-san a lot of money.	226
金丸さんのカバンは金の口金が二つついている。	金[かな] 丸[まる]さんのカバンは 金[きん]の 口[くち] 金[がね]が 二[ふた]つついている。	Kanamaru-san’s bag has two gold clasps.	227
土となる。	土[つち]となる。	Die; be laid to rest.	228
土がつく。	土[つち]がつく。	Hit the dirt; be defeated.	229
水田の土木。	水[すい] 田[でん]の 土[ど] 木[ぼく]。	The engineering of rice paddies.	230
土日に土いじりする。	土[ど] 日[にち]に 土[つち]いじりする。	On weekends I putter around in the garden.	231
土日は人がすくない。	土[ど] 日[にち]は 人[ひと]がすくない。	It's not crowded on weekends.	232
土曜日にお金をもらう。	土[ど] 曜[よう] 日[び]にお 金[かね]をもらう。	I will get paid on Saturday.	233
三木さんは土曜日にパーティにいく。	三[み] 木[き]さんは 土[ど] 曜[よう] 日[び]にパーティにいく。	Miki-san's going to the party on Saturday.	234
土田さんはたくさんお金をもっている。	土[つち] 田[だ]さんはたくさんお 金[かね]をもっている。	Tsuchida-san has a lot of money.	235
二本のパイプ。	二[に] 本[ほん]のパイプ。	Two pipes.	236
ヨーロッパ本土。	ヨーロッパ 本[ほん] 土[ど]。	The European mainland.	237
一本のダイナマイト。	一[いっ] 本[ぽん]のダイナマイト。	A stick of dynamite.	238
ロゼを一本ください。	ロゼを 一[いっ] 本[ぽん]ください。	We'd like a bottle of rosé.	239
金田さんは日本人です。	金[かね] 田[だ]さんは 日本[にほん] 人[じん]です。	Kaneda-san is Japanese.	240
水川さんは日本からきた。	水[みず] 川[かわ]さんは 日本[にほん]からきた。	Mizukawa-san has come from Japan.	241
本田さんの本がなくなった。	本[ほん] 田[だ]さんの 本[ほん]がなくなった。	Honda-san lost his book.	242
本人は本日、日本にいません。	本[ほん] 人[にん]は 本[ほん] 日[じつ]、 日本[にほん]にいません。	The person in question is not in Japan today.	243
本日は木曜日、12月15日です。	本[ほん] 日[じつ]は 木[もく] 曜[よう] 日[び]、12 月[がつ]15 日[にち]です。	Today is Thursday, December 15.	244
川本さんは三本のリボンをきった。	川[かわ] 本[もと]さんは 三[さん] 本[ぼん]のリボンをきった。	Kawamoto-san cut three ribbons.	245
土田さんは二本目の木でとまった。	土[つち] 田[だ]さんは 二[に] 本[ほん] 目[め]の 木[き]でとまった。	Tsuchida-san stopped at the second tree.	246
明くんは木が一本ある田んぼをかった。	明[あきら]くんは 木[き]が 一[いっ] 本[ぽん]ある 田[た]んぼをかった。	Akira bought a rice paddy containing one tree.	247
日本の人口はアメリカのよりもすくない。	日本[にほん]の 人[じん] 口[こう]はアメリカのよりもすくない。	The population of Japan is less than that of America.	248
東インドの木。	東[ひがし]インドの 木[き]。	An East Indian tree.	249
東口であおう。	東[ひがし] 口[ぐち]であおう。	Let's meet at the East Exit.	250
日は東からのぼる。	日[ひ]は 東[ひがし]からのぼる。	The sun rises in the east.	251
東日本の人口は五千九百万人です。	東[ひがし] 日本[にほん]の 人[じん] 口[こう]は 五[ご] 千[せん] 九[きゅう] 百[ひゃく] 万[まん] 人[にん]です。	The population of Eastern Japan is fifty-nine million.	252
大したことがない。	大[たい]したことがない。	It's no big deal.	253
目がかなり大きい！	目[め]がかなり 大[おお]きい！	Your eyes are so big!	254
このジャーは口が大きい。	このジャーは 口[くち]が 大[おお]きい。	This jar has a wide mouth.	255
テキサスは日本より大きい。	テキサスは 日本[にほん]より 大[おお]きい。	Texas is larger than Japan.	256
東口に大きな木が四本ある。	東[ひがし] 口[ぐち]に 大[おお]きな 木[き]が 四[よん] 本[ほん]ある。	There are four large trees by the east exit.	257
大川さんは大人になりたくない。	大[おお] 川[かわ]さんは 大人[おとな]になりたくない。	Okawa-san does not want to grow up.	258
大木さんにとって八百万円は大金です。	大[おお] 木[き]さんにとって 八[はっ] 百[ぴゃく] 万[まん] 円[えん]は 大[たい] 金[きん]です。	To Oki-san eight million yen is a large sum of money.	259
目の大きい川本さんは東口でまっていた。	目[め]の 大[おお]きい 川[かわ] 本[もと]さんは 東[ひがし] 口[ぐち]でまっていた。	Big-eyed Kawamoto-san waited at the east exit.	260
日本とイギリスではどちらが大きいのですか。	日本[にほん]とイギリスではどちらが 大[おお]きいのですか。	Which is larger, Japan or Britain?	261
むかしは六本木に六本の大きな木がありました。	むかしは 六[ろっ] 本[ぽん] 木[ぎ]に 六[ろっ] 本[ぽん]の 大[おお]きな 木[き]がありました。	In the old days there were six large trees in Roppongi [a Tokyo neighborhood].	262
丸くて、サッカーボールくらいの大きさだった。	丸[まる]くて、サッカーボールくらいの 大[おお]きさだった。	It was a round thing, the size of a football [soccer ball].	263
土曜日に大田さんとあえるチャンスが大いにある。	土[ど] 曜[よう] 日[び]に 大[おお] 田[た]さんとあえるチャンスが 大[おお]いにある。	There’s a great chance I’ll be able to get together with Ota-san on Saturday.	264
日本は小さいが、人口がおおい。	日本[にほん]は 小[ちい]さいが、 人[じん] 口[こう]がおおい。	Japan is small, but its population is large.	265
田んぼによくいる小さいフィンチ。	田[た]んぼによくいる 小[ちい]さいフィンチ。	A small finch that frequents rice fields.	266
小川さんは明るいかみ、小さな口をしていた。	小[お] 川[がわ]さんは 明[あか]るいかみ、 小[ちい]さな 口[くち]をしていた。	Ogawa-san had light-colored hair and a small mouth.	267
八木さんのボートは三本の小さな木からできている。	八[や] 木[ぎ]さんのボートは 三[さん] 本[ぼん]の 小[ちい]さな 木[き]からできている。	Yagi-san's boat is made from three small trees.	268
